id	accession	length	mature_length	signal_peptide_end	has_signal_peptide	n_cysteines	mature_n_cysteines	organism	taxonomy_id	protein_name	gene_name	interpro_domains
sp|P0CJ39|MASTE_EUMFR	P0CJ39	14	14	0	False	0	0.0	Eumenes fraterculus	1035771	Eumenine mastoparan-EF		
sp|P0CV88|SLBH_CROAT	P0CV88	13	13	0	False	2	2.0	Crotalus atrox	8730	Snaclec convulxin subunit beta homolog		
sp|P0CV90|VSPH_CROAT	P0CV90	9	9	0	False	0	0.0	Crotalus atrox	8730	Snake venom serine protease homolog		
sp|P0CY52|FAXD_NOTSN	P0CY52	20	10	0	False	1	1.0	Notechis scutatus niger	1027870	Venom prothrombin activator notanarin-D		
sp|P0DI85|OXLA8_DEIAC	P0DI85	19	19	0	False	0	0.0	Deinagkistrodon acutus	36307	L-amino-acid oxidase ACTX-8		
sp|P0DI86|OXLA_BOTAL	P0DI86	18	18	0	False	0	0.0	Bothrops alternatus	64174	L-amino-acid oxidase		
sp|P0DI90|OXLA2_DABRR	P0DI90	20	20	0	False	3	3.0	Daboia russelii	8707	L-amino-acid oxidase L2		
sp|P0DJ63|VKT_OXYMI	P0DJ63	17	17	0	False	2	2.0	Oxyuranus microlepidotus	111177	Kunitz-type serine protease inhibitor OMI		
sp|P0DJ96|TX22_DENAN	P0DJ96	19	19	0	False	0	0.0	Dendroaspis angusticeps	8618	Pro-rich toxin 4		
sp|P0DJB0|3X_MICLE	P0DJB0	12	12	0	False	2	2.0	Micrurus lemniscatus	129464	Muscarinic toxin Mlalpha		
sp|P0DJB3|CUX1_CONCL	P0DJB3	12	12	0	False	2	2.0	Californiconus californicus	1736779	Conotoxin Cltx-1		
sp|P0DJC3|CUGA_CONQU	P0DJC3	11	11	0	False	4	4.0	Conus quercinus	101313	Conotoxin qc16a		
sp|P0DJE8|VSPDV_BOTJR	P0DJE8	10	10	0	False	1	1.0	Bothrops jararacussu	8726	Thrombin-like enzyme D-V		
sp|P0DJF1|VSP1_BOTPA	P0DJF1	15	15	0	False	1	1.0	Bothrops pauloensis	1042543	Thrombin-like enzyme BpSP-1		
sp|P0DJF4|VSPAL_TRIAB	P0DJF4	11	11	0	False	1	1.0	Trimeresurus albolabris	8765	Thrombin-like enzyme albolabrase		
sp|P0DJF7|VSPP_TRIPP	P0DJF7	19	19	0	False	1	1.0	Trimeresurus purpureomaculatus	101163	Thrombin-like enzyme purpurase		
sp|P0DJG5|VSPKA_GLOHA	P0DJG5	15	15	0	False	1	1.0	Gloydius halys	8714	Snake venom serine protease AHP-Ka		
sp|P0DJG7|VSP2_DEIAC	P0DJG7	15	15	0	False	1	1.0	Deinagkistrodon acutus	36307	Thrombin-like enzyme acutobin-2		
sp|P0DJG8|CRVP_HELAG	P0DJG8	21	21	0	False	0	0.0	Helicops angulatus	121331	Helicopsin		
sp|P0DJH3|VMP3A_DEIAC	P0DJH3	10	10	0	False	1	1.0	Deinagkistrodon acutus	36307	Zinc metalloproteinase-disintegrin-like AAV1		
sp|P0DJJ1|VM3AH_NAJAT	P0DJJ1	16	16	0	False	0	0.0	Naja atra	8656	Zinc metalloproteinase atrahagin		
sp|P0DJJ6|VM1B_BOTLC	P0DJJ6	9	9	0	False	0	0.0	Bothrops leucurus	157295	Snake venom metalloproteinase BleucMP		
sp|P0DJK2|BPPAD_BOTCO	P0DJK2	10	10	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 10d		
sp|P0DJK3|BPPAE_BOTCO	P0DJK3	10	10	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 10e		
sp|P0DJK4|BPPBF_BOTCO	P0DJK4	11	11	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 11f		
sp|P0DJK5|BPPAD_BOTFO	P0DJK5	10	10	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide 10d		
sp|P0DJK6|BPPBH_BOTJA	P0DJK6	11	11	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 11h		
sp|P0DJK7|BPPAF_BOTFO	P0DJK7	10	10	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide 10f		
sp|P0DJL1|SLB_TRIAB	P0DJL1	12	12	0	False	1	1.0	Trimeresurus albolabris	8765	Snaclec alboluxin subunit beta		
sp|P0DJL6|CT5A_CONCN	P0DJL6	14	14	0	False	4	4.0	Conus consors	101297	Tau-conotoxin CnVA		
sp|P0DJP5|PA2A_DABSI	P0DJP5	18	18	0	False	0	0.0	Daboia siamensis	343250	Acidic phospholipase A2 Drs-PLA2		
sp|P0DKR4|PA2AB_PSEFE	P0DKR4	20	20	0	False	3	3.0	Pseudocerastes fieldi	1355908	Acidic phospholipase A2 CbIbeta		
sp|P0DKT7|PA2CA_OXYSA	P0DKT7	20	20	0	False	1	1.0	Oxyuranus scutellatus canni	183720	Basic phospholipase A2 cannitoxin alpha chain		
sp|P0DKX1|PA2N_DABRR	P0DKX1	19	19	0	False	0	0.0	Daboia russelii	8707	Neutral phospholipase A2 RVV-PFIIc'		
sp|P0DKX2|VSP1_CRODM	P0DKX2	10	10	0	False	1	1.0	Crotalus durissus cumanensis	184542	Thrombin-like enzyme Cdc SI		
sp|P0DKX3|VSP2_CRODM	P0DKX3	20	20	0	False	1	1.0	Crotalus durissus cumanensis	184542	Thrombin-like enzyme Cdc SII		
sp|P0DKZ2|BPPCD_BOTCO	P0DKZ2	12	12	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 12d		
sp|P0DKZ3|BPP7B_BOTCO	P0DKZ3	7	7	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 7b		
sp|P0DKZ4|BPP8A_BOTCO	P0DKZ4	8	8	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 8a		
sp|P0DKZ5|BPPCE_BOTCO	P0DKZ5	12	12	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 12e		
sp|P0DKZ6|BPPDA_BOTCO	P0DKZ6	13	13	0	False	0	0.0	Bothrops cotiara	8727	Bradykinin-potentiating peptide 13a		
sp|P0DKZ7|BPPCD_BOTFO	P0DKZ7	12	12	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide 12d		
sp|P0DKZ8|BPP7C_BOTFO	P0DKZ8	7	7	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide 7c		
sp|P0DKZ9|BPPAP_BOTFO	P0DKZ9	13	13	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide AP		
sp|P0DL00|BPPBG_BOTFO	P0DL00	11	11	0	False	0	0.0	Bothrops fonsecai	157549	Bradykinin-potentiating peptide 11g		
sp|P0DL01|BPPBG_BOTJA	P0DL01	11	11	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 11g		
sp|P0DL02|BPPDC_BOTJA	P0DL02	13	13	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 13c		
sp|P0DL03|BPPCE_BOTJA	P0DL03	12	12	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 12e		
sp|P0DL04|BPPBI_BOTJA	P0DL04	11	11	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 11i		
sp|P0DL05|BPPBJ_BOTJA	P0DL05	11	11	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 11j		
sp|P0DL06|BPPDD_BOTJA	P0DL06	13	13	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 13d		
sp|P0DL24|SCXT_TITPA	P0DL24	20	20	0	False	2	2.0	Tityus pachyurus	288781	Putative beta-neurotoxin		IPR044062,IPR036574
sp|P0DL32|BRKF_CYPDO	P0DL32	11	11	0	False	0	0.0	Cyphononyx dorsalis	246266	Fulvonin		
sp|P0DL39|CA1A_CONAV	P0DL39	16	16	0	False	4	4.0	Conus australis	1519798	Alpha-conotoxin AusIA		
sp|P0DL68|CA1A_CONLM	P0DL68	17	17	0	False	4	4.0	Conus limpusi	1967283	Alpha-conotoxin LsIA		IPR009958,IPR018072
sp|P0DL71|COS_CONTE	P0DL71	8	8	0	False	0	0.0	Conus textile	6494	Conorfamide Tx1.3		
sp|P0DL76|CONOT_CONTU	P0DL76	9	9	0	False	2	2.0	Conus tulipa	6495	Conopressin-T		
sp|P0DL85|M3A_CONPE	P0DL85	17	17	0	False	6	6.0	Conus pennaceus	37335	Conotoxin Pn3a		
sp|P0DM22|KPHAB_ACTTE	P0DM22	17	17	0	False	4	4.0	Actinia tenebrosa	6105	Kappa-actitoxin-Ate1a		
sp|P0DM28|CRFA3_CONSP	P0DM28	15	15	0	False	0	0.0	Conus spurius	192919	Conorfamide-Sr3		
sp|P0DM43|VSP_PROJR	P0DM43	21	21	0	False	1	1.0	Protobothrops jerdonii	242841	Thrombin-like enzyme jerdonobin		
sp|P0DM46|VM3A_MICCO	P0DM46	15	15	0	False	0	0.0	Micrurus corallinus	54390	Zinc metalloproteinase-disintegrin-like		
sp|P0DM47|VKT_MICAT	P0DM47	15	15	0	False	2	2.0	Micrurus altirostris	129457	Protease inhibitor		
sp|P0DM54|BPPCB_BOTJA	P0DM54	12	12	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 12b		
sp|P0DM70|BRK1_PROEX	P0DM70	21	21	0	False	0	0.0	Protopolybia exigua	91439	Protopolybiakinin-1		
sp|P0DM71|BRK2_PROEX	P0DM71	19	19	0	False	0	0.0	Protopolybia exigua	91439	Protopolybiakinin-2		
sp|P0DM72|BRK1_TRICX	P0DM72	10	10	0	False	0	0.0	Trichonephila clavipes	2585209	Nephilakinin-1		
sp|P0DM73|BRK2_TRICX	P0DM73	10	10	0	False	0	0.0	Trichonephila clavipes	2585209	Nephilakinin-2		
sp|P0DM74|BRK3_TRICX	P0DM74	10	10	0	False	0	0.0	Trichonephila clavipes	2585209	Nephilakinin-3		
sp|P0DM76|BRK_TRICX	P0DM76	9	9	0	False	0	0.0	Trichonephila clavipes	2585209	Bradykinin		
sp|P0DM98|CUPC_CONPB	P0DM98	9	9	0	False	2	2.0	Conus pictus	1042615	Conopeptide-pc		
sp|P0DM99|CU1A_CONPB	P0DM99	18	18	0	False	4	4.0	Conus pictus	1042615	Conotoxin pc1A		
sp|P0DMA0|CU1B_CONPB	P0DMA0	18	18	0	False	4	4.0	Conus pictus	1042615	Conotoxin pc1b		
sp|P0DMA1|CM3A_CONPB	P0DMA1	18	18	0	False	6	6.0	Conus pictus	1042615	Conotoxin pc3a		
sp|P0DMB3|CU3A_CONNA	P0DMB3	16	16	0	False	6	6.0	Conus natalis	257336	Conotoxin nt3a		
sp|P0DMD6|TSNP_TITSE	P0DMD6	21	21	0	False	2	2.0	Tityus serrulatus	6887	Natriuretic peptide TsNP		IPR000663,IPR030480,IPR002408
sp|P0DMG5|CRVP_BOTCO	P0DMG5	15	15	0	False	0	0.0	Bothrops cotiara	8727	Cysteine-rich venom protein Bco13		
sp|P0DMG6|CRVP_BOTFO	P0DMG6	15	15	0	False	0	0.0	Bothrops fonsecai	157549	Cysteine-rich venom protein Bfon12		
sp|P0DMG7|NGFV_BOTCO	P0DMG7	21	21	0	False	1	1.0	Bothrops cotiara	8727	Venom nerve growth factor Bco12		
sp|P0DMG8|OXLA_BOTCO	P0DMG8	15	15	0	False	1	1.0	Bothrops cotiara	8727	L-amino-acid oxidase Bco23		
sp|P0DMG9|OXLA_BOTFO	P0DMG9	15	15	0	False	1	1.0	Bothrops fonsecai	157549	L-amino-acid oxidase Bfon20		
sp|P0DMH1|SL_BOTFO	P0DMH1	15	15	0	False	2	2.0	Bothrops fonsecai	157549	Snaclec Bfon18		
sp|P0DMH2|VM1_BOTCO	P0DMH2	15	15	0	False	0	0.0	Bothrops cotiara	8727	Snake venom metalloproteinase Bco22		
sp|P0DMH3|VM1_BOTFO	P0DMH3	18	18	0	False	0	0.0	Bothrops fonsecai	157549	Snake venom metalloproteinase Bfon25		
sp|P0DMH4|VM2_BOTFO	P0DMH4	20	20	0	False	4	4.0	Bothrops fonsecai	157549	Disintegrin		IPR036436
sp|P0DMH5|VSP_BOTCO	P0DMH5	15	15	0	False	1	1.0	Bothrops cotiara	8727	Snake venom serine protease		
sp|P0DMH6|VSP_BOTFO	P0DMH6	15	15	0	False	1	1.0	Bothrops fonsecai	157549	Snake venom serine protease		
sp|P0DMM6|SLA_TROWA	P0DMM6	9	9	0	False	1	1.0	Tropidolaemus wagleri	8770	Snaclec trowaglerix subunit alpha		
sp|P0DMM7|SLB_TROWA	P0DMM7	10	10	0	False	2	2.0	Tropidolaemus wagleri	8770	Snaclec trowaglerix subunit beta		
sp|P0DMU0|VSPJN_PROJR	P0DMU0	21	21	0	False	1	1.0	Protobothrops jerdonii	242841	Snake venom serine protease jerdonase		
sp|P0DMU1|VSPJF_PROJR	P0DMU1	20	20	0	False	1	1.0	Protobothrops jerdonii	242841	Beta-fibrinogenase jerdofibrase		
sp|P0DMV6|3SA12_DABRR	P0DMV6	20	20	0	False	2	2.0	Daboia russelii	8707	7.2 kDa cytotoxin RVV-7		
sp|P0DOZ2|CONGA_CONAV	P0DOZ2	18	18	0	False	2	2.0	Conus australis	1519798	Conotoxin AusB		
sp|P0DOZ4|CKQ_CONQU	P0DOZ4	17	17	0	False	0	0.0	Conus quercinus	101313	Conantokin-Qu		
sp|P0DOZ5|CKC_CONCB	P0DOZ5	17	17	0	False	0	0.0	Conus caracteristicus	89440	Conantokin-Ca2		
sp|P0DOZ6|CKG_CONGL	P0DOZ6	18	18	0	False	0	0.0	Conus gloriamaris	37336	Conantokin-Gm		
sp|P0DOZ8|M3A_CONAX	P0DOZ8	15	15	0	False	6	6.0	Conus asiaticus	1945508	Conotoxin Asi3a		
sp|P0DOZ9|CUEA_CONAX	P0DOZ9	17	17	0	False	4	4.0	Conus asiaticus	1945508	Conotoxin Asi14a		
sp|P0DP10|M3A_CONFI	P0DP10	15	15	0	False	6	6.0	Conus figulinus	101301	Conotoxin Fi3a		
sp|P0DP11|M3C_CONFI	P0DP11	14	14	0	False	6	6.0	Conus figulinus	101301	Conotoxin Fi3c		
sp|P0DP12|CM5A_CONFI	P0DP12	13	13	0	False	4	4.0	Conus figulinus	101301	Conotoxin Fi5a		
sp|P0DP13|COWB_CONFI	P0DP13	8	8	0	False	2	2.0	Conus figulinus	101301	Contryphan-Fib		IPR011062
sp|P0DP14|COWC_CONFI	P0DP14	8	8	0	False	2	2.0	Conus figulinus	101301	Contryphan-Fic		IPR011062
sp|P0DP17|COWA_CONLE	P0DP17	8	8	0	False	2	2.0	Conus leopardus	101306	Contryphan-Le		IPR011062
sp|P0DP18|COW_CONZE	P0DP18	10	10	0	False	2	2.0	Conus zeylanicus	1519886	Contryphan-Ze		IPR011062
sp|P0DP19|COW1_CONBE	P0DP19	10	10	0	False	2	2.0	Conus betulinus	89764	Contryphan-Bt		IPR011062
sp|P0DP20|COWA_CONFI	P0DP20	10	10	0	False	2	2.0	Conus figulinus	101301	Contryphan-Fia		IPR011062
sp|P0DPJ2|CM3C_CONRE	P0DPJ2	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin reg3c		
sp|P0DPJ3|CM3D_CONRE	P0DPJ3	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin reg3d		
sp|P0DPJ5|CM3G_CONRE	P0DPJ5	15	15	0	False	6	6.0	Conus regius	101314	Conotoxin reg3g		
sp|P0DPJ6|CM3I_CONRE	P0DPJ6	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin reg3i		
sp|P0DPJ7|CM3J_CONRE	P0DPJ7	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin reg3j		
sp|P0DPJ8|CM3M_CONRE	P0DPJ8	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin reg3m		
sp|P0DPK7|CX5E_CONTE	P0DPK7	14	14	0	False	4	4.0	Conus textile	6494	Conotoxin tx5e		
sp|P0DPK8|M313_CONTE	P0DPK8	16	16	0	False	6	6.0	Conus textile	6494	Conotoxin SI.13		
sp|P0DPK9|M314_CONTE	P0DPK9	17	17	0	False	6	6.0	Conus textile	6494	Conotoxin SI.14		
sp|P0DPL0|M316_CONTE	P0DPL0	15	15	0	False	6	6.0	Conus textile	6494	Conotoxin SI.6		
sp|P0DPL2|M3I_CONTE	P0DPL2	15	15	0	False	6	6.0	Conus textile	6494	Conotoxin tx3i		
sp|P0DPL3|M3J_CONTE	P0DPL3	16	16	0	False	6	6.0	Conus textile	6494	Conotoxin tx3j		
sp|P0DPL4|CT5F_CONTE	P0DPL4	9	9	0	False	4	4.0	Conus textile	6494	Conotoxin tx5f		
sp|P0DPL5|CT5G_CONTE	P0DPL5	11	11	0	False	4	4.0	Conus textile	6494	Conotoxin tx5g		
sp|P0DPL6|CT5H_CONTE	P0DPL6	12	12	0	False	4	4.0	Conus textile	6494	Conotoxin tx5h		
sp|P0DPL7|CT5E_CONTE	P0DPL7	15	15	0	False	4	4.0	Conus textile	6494	Conotoxin tx5e		
sp|P0DPM2|CA14_CONSE	P0DPM2	17	17	0	False	4	4.0	Conus stercusmuscarum	89452	Alpha-conotoxin-like Sm1.4		
sp|P0DPQ0|COW3_CONAO	P0DPQ0	10	10	0	False	2	2.0	Conus araneosus	101286	Contryphan-Ar3		IPR011062
sp|P0DPQ1|COW4_CONAO	P0DPQ1	10	10	0	False	2	2.0	Conus araneosus	101286	Contryphan-Ar4		IPR011062
sp|P0DPQ2|COW2_CONFG	P0DPQ2	8	8	0	False	2	2.0	Conus frigidus	101755	Contryphan-Fr2		
sp|P0DQH7|CRF1_CONCF	P0DQH7	12	12	0	False	0	0.0	Conus cancellatus	289020	Conorfamide-As1		
sp|P0DQH8|CRF2_CONCF	P0DQH8	12	12	0	False	0	0.0	Conus cancellatus	289020	Conorfamide-As2		
sp|P0DQM6|CONO1_CONML	P0DQM6	9	9	0	False	2	2.0	Conus miliaris	97181	Conopressin-M1		
sp|P0DQM7|CONO2_CONML	P0DQM7	9	9	0	False	2	2.0	Conus miliaris	97181	Conopressin-M2		
sp|P0DQM9|CX07_CONZO	P0DQM9	10	10	0	False	2	2.0	Conus zonatus	754466	Conotoxin Czon1107		
sp|P0DQN0|CX69_CONCB	P0DQN0	14	14	0	False	2	2.0	Conus caracteristicus	89440	Conotoxin Cca1669		
sp|P0DQO8|CM3L_CONRE	P0DQO8	19	19	0	False	6	6.0	Conus regius	101314	Conotoxin reg3l		
sp|P0DQQ5|CA1C_CONCT	P0DQQ5	21	21	0	False	4	4.0	Conus catus	101291	Alpha-conotoxin CIC		IPR009958
sp|P0DQQ6|CA1A_CONMD	P0DQQ6	14	14	0	False	4	4.0	Conus milneedwardsi	2825866	Alpha-conotoxin MilIA		
sp|P0DQR7|CAIA_CONGE	P0DQR7	15	15	0	False	4	4.0	Conus geographus	6491	Alpha-conotoxin GIA		IPR018072
sp|P0DQT3|MAST2_PARVS	P0DQT3	14	14	0	False	0	0.0	Parachartergus vespiceps testaceus	2893768	Polybia-MP-II		IPR013214
sp|P0DQU9|DIRK1_BUTOC	P0DQU9	14	14	0	False	2	2.0	Buthus occitanus tunetanus	6871	RK1 peptide		
sp|P0DQV5|CM3A_CONAC	P0DQV5	15	15	0	False	6	6.0	Conus archon	257315	Conotoxin ArchIIIA		
sp|P0DQY0|CA1A_CONOB	P0DQY0	13	13	0	False	4	4.0	Conus obscurus	89447	Alpha-conotoxin OI		IPR018072
sp|P0DQY1|CA1B_CONOB	P0DQY1	13	13	0	False	4	4.0	Conus obscurus	89447	Alpha-conotoxin OIB		IPR018072
sp|P0DQZ0|CX1A_CONML	P0DQZ0	7	7	0	False	2	2.0	Conus miliaris	97181	A-conotoxin cyclic Mila		
sp|P0DRA5|MASTA_POLDR	P0DRA5	14	14	0	False	0	0.0	Polistes dorsalis	34729	Mastoparan PDD-A		
sp|P0DRA6|MASTB_POLDR	P0DRA6	14	14	0	False	0	0.0	Polistes dorsalis	34729	Mastoparan PDD-B		
sp|P0DRA7|MAST_MISPH	P0DRA7	14	14	0	False	0	0.0	Mischocyttarus phthisicus	256666	Mastoparan MP		IPR013214
sp|P0DRA8|MAST1_PARFA	P0DRA8	14	14	0	False	0	0.0	Parachartergus fraternus	91406	Agelaia-MPI		IPR013214
sp|P0DRA9|TLCOE_LYCPR	P0DRA9	15	15	0	False	2	2.0	Lycosa praegrandis	2066575	Omega-lycotoxin-Lp1a		
sp|P0DRC8|VM1_MACLN	P0DRC8	15	15	0	False	1	1.0	Macrovipera lebetina transmediterranea	384075	Snake venom metalloproteinase Mlp4.2		
sp|P0DRJ8|BPPAA_BITNA	P0DRJ8	12	12	0	False	0	0.0	Bitis nasicornis	8695	Proline-rich peptide 10a-MK		
sp|P0DRJ9|BPPAC_BITNA	P0DRJ9	10	10	0	False	0	0.0	Bitis nasicornis	8695	Proline-rich peptide 10c		
sp|P0DRK0|BPPAC_BITRH	P0DRK0	10	10	0	False	0	0.0	Bitis rhinoceros	715877	Proline-rich peptide 10a		
sp|P0DRK1|BPPAC_BITGA	P0DRK1	11	11	0	False	0	0.0	Bitis gabonica	8694	Proline-rich peptide 11a		
sp|P0DRK2|BPPAB_BITNA	P0DRK2	12	12	0	False	0	0.0	Bitis nasicornis	8695	Proline-rich peptide 10b-MK		
sp|P0DRK9|VVP1_AGKBI	P0DRK9	12	12	0	False	0	0.0	Agkistrodon bilineatus	8718	Peptide 9		
sp|P0DRL0|PA23A_OXYSU	P0DRL0	20	20	0	False	1	1.0	Oxyuranus scutellatus	8668	Phospholipase A2 OSC3a		
sp|P0DSK1|TX16A_MYRGU	P0DSK1	19	-1	20	True	2		Myrmecia gulosa	36170	U-myrmeciitoxin(01)-Mg6a		
sp|P0DSL0|TX1A_MYRRB	P0DSL0	10	10	0	False	0	0.0	Myrmica rubra	106198	U1-myrmicitoxin-Mr1a		
sp|P0DSM3|WTX1A_NEOIV	P0DSM3	20	20	0	False	0	0.0	Neoponera inversa	264722	U1-poneritoxin-Ni1a		
sp|P0DTB7|VM2A_CROAT	P0DTB7	12	12	0	False	0	0.0	Crotalus atrox	8730	Snake venom metalloproteinase CatroxMP-II		
sp|P0DTB8|SCX38_CENMA	P0DTB8	19	19	0	False	2	2.0	Centruroides margaritatus	29018	Toxin Cm38		IPR044062,IPR002061
sp|P0DUA6|COW1_CONCL	P0DUA6	19	-1	20	True	2		Californiconus californicus	1736779	Contryphan-Cal1		
sp|P0DUA7|COW2_CONCL	P0DUA7	19	-1	20	True	2		Californiconus californicus	1736779	Contryphan-Cal2		
sp|P0DUA8|COW3_CONCL	P0DUA8	19	-1	20	True	2		Californiconus californicus	1736779	Contryphan-Cal3		
sp|P0DUA9|COW4_CONCL	P0DUA9	19	19	20	True	2		Californiconus californicus	1736779	Contryphan-Cal4		
sp|P0DUC3|COW_CONLE	P0DUC3	9	9	0	False	2	2.0	Conus leopardus	101306	Contryphan Le925		
sp|P0DUC4|COW_CONZO	P0DUC4	7	7	0	False	2	2.0	Conus zonatus	754466	Contryphan Zo747/Zo763		
sp|P0DUC5|COW_CONCS	P0DUC5	6	6	0	False	2	2.0	Conus coronatus	89441	Contryphan Co838/Co854		
sp|P0DUC6|COW44_CONLI	P0DUC6	8	8	0	False	2	2.0	Conus lividus	89426	Contryphan Li1044/Li965		
sp|P0DUC7|COW81_CONLI	P0DUC7	8	8	0	False	2	2.0	Conus lividus	89426	Contryphan Li981		
sp|P0DUC8|COW34_CONLI	P0DUC8	7	7	0	False	2	2.0	Conus lividus	89426	Contryphan Li834		
sp|P0DUQ9|COW2_CONIN	P0DUQ9	9	9	0	False	2	2.0	Conus inscriptus	257329	Contryphan-In1172		
sp|P0DUR0|CA907_CONIN	P0DUR0	17	17	0	False	4	4.0	Conus inscriptus	257329	Alpha-conotoxin In1907		IPR009958,IPR018072
sp|P0DUR1|CA878_CONIN	P0DUR1	17	17	0	False	4	4.0	Conus inscriptus	257329	Alpha-conotoxin In1878		IPR009958,IPR018072
sp|P0DUR2|CA761_CONIN	P0DUR2	17	17	0	False	4	4.0	Conus inscriptus	257329	Alpha-conotoxin In1761		IPR009958,IPR018072
sp|P0DUR3|CM696_CONIN	P0DUR3	15	15	0	False	6	6.0	Conus inscriptus	257329	Conotoxin In1696		
sp|P0DUR4|CM746_CONIN	P0DUR4	15	15	0	False	6	6.0	Conus inscriptus	257329	Conotoxin In1746		
sp|P0DUS2|Z11_DORVU	P0DUS2	15	-7	22	True	0		Doratifera vulnerans	1372962	Z-limacoditoxin(1)-Dv1		IPR002047
sp|P0DUS3|Z14_DORVU	P0DUS3	15	-7	22	True	0		Doratifera vulnerans	1372962	Z-limacoditoxin(1)-Dv4		
sp|P0DUS4|U15_DORVU	P0DUS4	13	-12	25	True	0		Doratifera vulnerans	1372962	U-limacoditoxin(1)-Dv5		
sp|P0DUT4|UD73_DORVU	P0DUT4	15	-5	20	True	0		Doratifera vulnerans	1372962	U-limacoditoxin(13)-Dv73		
sp|P0DUT5|UE74_DORVU	P0DUT5	17	-3	20	True	2		Doratifera vulnerans	1372962	U-limacoditoxin(14)-Dv74		
sp|P0DUU1|T1098_CONAA	P0DUU1	9	9	0	False	4	4.0	Conus amadis	198732	Conotoxin Am1099		
sp|P0DUU2|T1309_CONAA	P0DUU2	11	11	0	False	4	4.0	Conus amadis	198732	Conotoxin Ama1309		
sp|P0DUU3|T1251_CONAA	P0DUU3	11	11	0	False	4	4.0	Conus amadis	198732	Conotoxin Ama1251		
sp|P0DUU4|A1245_CONAA	P0DUU4	11	11	0	False	4	4.0	Conus amadis	198732	Conotoxin Ama1245		
sp|P0DUV1|FLP12_SPHAA	P0DUV1	10	10	0	False	0	0.0	Sphex argentatus argentatus	2838366	FMRFamide-like peptide Sa12b		
sp|P0DUV2|FLP5_ISOHA	P0DUV2	10	10	0	False	0	0.0	Isodontia harmandi	2838365	FMRFamide-like peptide Sh5a		
sp|P0DUW8|ACTPA_ACTFR	P0DUW8	20	20	0	False	0	0.0	Actinia fragacea	396334	DELTA-actitoxin-Afr1b		
sp|P0DUW9|ACTPD_ACTFR	P0DUW9	20	20	0	False	0	0.0	Actinia fragacea	396334	DELTA-actitoxin-Afr1d		
sp|P0DV02|VKT2L_RADCR	P0DV02	15	15	0	False	2	2.0	Radianthus crispa	3122430	PI-stichotoxin-Hcr2l		
sp|P0DV07|VT2K_RADCR	P0DV07	15	15	0	False	2	2.0	Radianthus crispa	3122430	PI-stichotoxin-Hcr2k		
sp|P0DV64|AIP9_SCOMU	P0DV64	15	15	0	False	1	1.0	Scolopendra mutilans	2836329	Scolopendrasin-9		
sp|P0DV80|BPP_BITRH	P0DV80	12	12	0	False	0	0.0	Bitis rhinoceros	715877	Bradykinin-potentiating peptide 10 g-AP		
sp|P0DV81|BPPL_BITRH	P0DV81	10	10	0	False	0	0.0	Bitis rhinoceros	715877	Bradykinin-potentiating peptide-like		
sp|P0DW31|SCXE_TITPA	P0DW31	20	20	0	False	2	2.0	Tityus pachyurus	288781	Toxin TpF21-Cocle		IPR044062
sp|P0DX31|MAST1_EUMMI	P0DX31	14	14	0	False	0	0.0	Eumenes micado	2597558	Eumenine mastoparan-EM1		
sp|P0DX32|MAST2_EUMMI	P0DX32	14	14	0	False	0	0.0	Eumenes micado	2597558	Eumenine mastoparan-EM2		
sp|P0DX35|MAST1_POLRT	P0DX35	14	14	0	False	0	0.0	Polistes rothneyi	30208	Polistes mastoparan-R1		
sp|P0DX36|MAST2_POLRT	P0DX36	14	14	0	False	0	0.0	Polistes rothneyi	30208	Polistes-mastoparan-R2		IPR013213
